sentence,sentiment,predicted_sentiment
COLORADO 17 6 4 97 56 38,1,0
VANCOUVER 14 11 1 84 83 29,1,0
EDMONTON 13 14 1 94 88 27,1,0
LOS ANGELES 11 13 3 72 83 25,1,1
SAN JOSE 10 13 4 69 87 24,1,0
CALGARY 10 16 2 65 77 22,1,1
ANAHEIM 9 14 4 73 86 22,1,0
"FRIDAY , DECEMBER 6",1,1
ANAHEIM AT BUFFALO,1,0
TORONTO AT NY RANGERS,1,1
PITTSBURGH AT WASHINGTON,1,0
MONTREAL AT CHICAGO,1,0
PHILADELPHIA AT DALLAS,1,1
ST LOUIS AT COLORADO,1,1
OTTAWA AT EDMONTON,1,1
"NHL ICE HOCKEY - THURSDAY S""   ",1,1
[ CORRECTED 08:40 GMT ],0,0
NEW YORK 1996-12-06,1,1
( Corrects headline from NBA to NHL and corrects team name in second result from La Clippers to Ny Islanders .,0,1
),1,0
Results of National Hockey,1,1
League games on Thursday ( home team in CAPS ) :,1,1
Hartford 4 BOSTON 2,1,1
FLORIDA 4 Ny Islanders 2,1,1
NEW JERSEY 2 Calgary 1,1,0
Phoenix 3 ST LOUIS 0,1,0
Tampa Bay 2 LOS ANGELES 1,1,0
NFL AMERICAN FOOTBALL-COLTS CLOBBER EAGLES TO STAY IN PLAYOFF HUNT .,0,0
INDIANAPOLIS 1996-12-06,1,1
"The injury-plagued Indianapolis Colts lost another quarterback on Thursday but last year s""    rallied together to shoot down the Philadelphia Eagles 37-10 in a showdown of playoff contenders .",1,1
"Marshall Faulk rushed for 101 yards and two touchdowns and Jason Belser returned an interception 44 yards for a score as the Colts improved to 8-6 , the same mark as the Eagles , who lost for the fourth time in five games .",1,0
"Paul Justin , starting for the sidelined Jim Harbaugh , was 14-of-23 for 144 yards and a touchdown for the the Colts , who played their last home game of the season .",1,0
Indianapolis closes with games at Kansas City and Cincinnati .,1,1
The Eagles were held without a touchdown until the final five seconds .,1,0
"Philadelphia , which fell from an NFC East tie with the Dallas Cowboys and Washington Redskins , go on the road against the New York Jets and then entertain Arizona .",1,1
The loss by Philadelphia allowed the idle Green Bay Packers ( 10-3 ) to clinch the first NFC playoff berth .,1,1
"The Colts won despite the absence of injured starting defensive tackle Tony Siragusa , cornerback Ray Buchanan and linebacker Quentin Coryatt .",1,1
"Faulk carried 16 times , including a 13-yard TD run in the first quarter and a seven-yard score early in the final period .",1,0
"Justin made his second straight start for Harbaugh , who has a knee injury .",1,0
Justin suffered a sprained right shoulder in the third quarter and did not return .,0,1
"Third-stringer Kerwin Bell , a 1988 draft choice of the Miami Dolphins , made his NFL debut and was 5-of-5 for 75 yards , including a 20-yard scoring strike to Marvin Harrison in the third period .",1,0
"A 39-yard interference penalty against Philadelphia Troy Vincent set up Faulk s""        end that capped an 80-yard march 5:17 into the game and the rout was on .",1,0
Eagles quarterback Ty Detmer was 17-of-34 for 182 yards before he was benched .,0,0
"Ricky Watters , who leads the NFC in rushing , left the game after getting kneed to the helmet after gaining 33 yards on seven carries .",0,0
"NBA BASKETBALL - STANDINGS AFTER THURSDAY S""   ",1,1
NEW YORK 1996-12-06,1,1
Standings of National,1,1
Basketball Association teams after games played on Thursday,1,1
"( tabulate under won , lost , percentage , games behind ) :",0,0
EASTERN CONFERENCE,1,0
ATLANTIC DIVISION,1,0
W L PCT GB,0,1
MIAMI 14 4 .778 -,1,1
NEW YORK 10 6 .625 3,1,1
ORLANDO 8 6 .571 4,1,1
WASHINGTON 7 9 .438 6,1,0
PHILADELPHIA 7 10 .412 6 1/2,1,0
BOSTON 4 12 .250 9,1,1
NEW JERSEY 3 10 .231 8 1/2,1,1
CENTRAL DIVISION,1,1
W L PCT GB,0,1
CHICAGO 17 1 .944 -,1,1
DETROIT 13 3 .813 3,1,1
CLEVELAND 11 5 .688 5,1,0
ATLANTA 10 8 .556 7,1,1
CHARLOTTE 8 8 .500 8,1,1
MILWAUKEE 8 8 .500 8,1,0
INDIANA 7 8 .467 8 1/2,1,0
TORONTO 6 11 .353 10 1/2,1,1
WESTERN CONFERENCE,1,1
MIDWEST DIVISION,1,0
W L PCT GB,0,0
HOUSTON 16 2 .889 -,1,0
UTAH 14 2 .875 1,1,0
MINNESOTA 7 10 .412 8 1/2,1,0
DALLAS 6 11 .353 9 1/2,1,0
DENVER 5 14 .263 11 1/2,1,1
SAN ANTONIO 3 13 .188 12,1,0
VANCOUVER 2 16 .111 14,1,1
PACIFIC DIVISION,1,0
W L PCT GB,0,0
SEATTLE 15 5 .750 -,1,0
LA LAKERS 13 7 .650 2,1,1
PORTLAND 11 8 .579 3 1/2,1,1
LA CLIPPERS 7 11 .389 7,1,1
GOLDEN STATE 6 12 .333 8,1,1
SACRAMENTO 6 12 .333 8,1,1
PHOENIX 2 14 .125 11,1,0
"FRIDAY , DECEMBER 6",1,1
NEW JERSEY AT BOSTON,1,1
CLEVELAND AT DETROIT,1,0
NEW YORK AT MIAMI,1,0
PHOENIX AT SACRAMENTO,1,0
VANCOUVER AT SAN ANTONIO,1,1
MINNESOTA AT UTAH,1,1
CHARLOTTE AT PORTLAND,1,1
INDIANA AT GOLDEN STATE,1,0
ORLANDO AT LA LAKERS,1,0
"NFL AMERICAN FOOTBALL-STANDINGS AFTER THURSDAY S""   ",1,1
NEW YORK 1996-12-05,1,1
National Football League,1,1
"standings after Thursday s""          , lost ,",0,1
"tied , points for and points against ) :",1,1
AMERICAN FOOTBALL CONFERENCE,1,1
EASTERN DIVISION,1,1
W L T PF PA,1,1
NEW ENGLAND 9 4 0 355 269,1,1
BUFFALO 9 4 0 267 215,0,0
INDIANAPOLIS 8 6 0 269 284,1,0
MIAMI 6 7 0 285 266,1,0
NY JETS 1 12 0 221 368,1,1
CENTRAL DIVISION,1,0
W L T PF PA,1,0
PITTSBURGH 9 4 0 299 211,1,1
HOUSTON 7 6 0 291 254,1,0
JACKSONVILLE 6 7 0 263 288,1,0
CINCINNATI 5 8 0 299 318,1,0
BALTIMORE 4 9 0 320 369,1,1
WESTERN DIVISION,1,1
W L T PF PA,1,0
X-DENVER 12 1 0 351 199,1,1
KANSAS CITY 9 4 0 262 230,1,0
SAN DIEGO 7 6 0 277 323,1,1
OAKLAND 6 7 0 274 234,1,1
SEATTLE 5 8 0 250 317,1,1
NATIONAL FOOTBALL CONFERENCE,1,1
EASTERN DIVISION,1,1
W L T PF PA,1,1
DALLAS 8 5 0 254 201,1,1
WASHINGTON 8 5 0 291 251,1,1
PHILADELPHIA 8 6 0 313 302,1,0
ARIZONA 6 7 0 248 332,1,1
NY GIANTS 5 8 0 200 250,1,0
CENTRAL DIVISION,1,1
W L T PF PA,1,1
Y-GREEN BAY 10 3 0 346 191,1,1
MINNESOTA 7 6 0 243 245,1,0
CHICAGO 5 8 0 202 248,1,0
DETROIT 5 8 0 263 289,1,0
TAMPA BAY 4 9 0 153 243,1,1
WESTERN DIVISION,1,1
W L T PF PA,1,1
SAN FRANCISCO 10 3 0 325 198,1,1
CAROLINA 9 4 0 292 164,1,0
ST LOUIS 4 9 0 246 334,1,0
ATLANTA 2 11 0 234 393,1,0
NEW ORLEANS 2 11 0 184 291,1,1
X -- CLINCHED DIVISION TITLE,1,1
Y -- CLINCHED PLAYOFF BERTH,1,1
"SUNDAY , DECEMBER 8",1,1
ST LOUIS AT CHICAGO,1,1
BALTIMORE AT CINCINNATI,1,1
DENVER AT GREEN BAY,1,0
JACKSONVILLE AT HOUSTON,1,0
NY GIANTS AT MIAMI,1,1
ATLANTA AT NEW ORLEANS,1,0
SAN DIEGO AT PITTSBURGH,1,1
WASHINGTON AT TAMPA BAY,1,1
DALLAS AT ARIZONA,1,1
NY JETS AT NEW ENGLAND,1,0
BUFFALO AT SEATTLE,1,0
CAROLINA AT SAN FRANCISCO,1,1
MINNESOTA AT DETROIT,1,1
"MONDAY , DECEMBER 9",1,1
KANSAS CITY AT OAKLAND,1,0
"NFL AMERICAN FOOTBALL-THURSDAY S""   ",1,1
NEW YORK 1996-12-05,1,1
Result of National Football,1,1
League game on Thursday ( home team in CAPS ) :,1,0
INDIANAPOLIS 37 Philadelphia 10,1,1
"NCAA AMERICAN FOOTBALL-OHIO STATE S""      LOMBARDI AWARD WINNER .",1,1
HOUSTON 1996-12-05,1,0
"Ohio State left tackle Orlando Pace became the first repeat winner of the Lombardi Award Thursday night when the Rotary Club of Houston again honoured him as college football s""         ",1,0
"Pace , a junior , helped Ohio State to a 10-1 record and a berth in the Rose Bowl against Arizona State .",1,1
He was the most dominant offensive lineman in the country and also played defensive line in goal-line situations .,1,0
"Last year , Pace became the first sophomore to win the award since its inception in 1970 .",1,1
"Pace outdistanced three senior finalists -- Virginia Tech defensive end Cornell Brown , Arizona State offensive tackle Juan Roque and defensive end Jared Tomich of Nebraska .",1,0
"The Lombardi Award is presented to the college lineman who , in addition to outstanding effort on the field , best exemplifies the characteristics and discipline of Vince Lombardi , legendary coach of the Green Bay Packers .",1,0
SOCCER - DUTCH FIRST DIVISION RESULTS / STANDINGS .,1,1
AMSTERDAM 1996-12-06,1,1
Result of Dutch first division,1,1
soccer match played on Friday :,1,1
RKC Waalwijk 1 Willem II Tilburg 2,1,1
"Standings ( tabulate under played , won , drawn , lost , goals",0,1
"for , goals against , points ) :",1,1
PSV Eindhoven 18 13 3 2 52 14 42,1,1
Feyenoord 17 11 3 3 29 20 36,1,0
Twente Enschede 18 10 4 4 28 15 34,1,1
Graafschap Doetinchem 18 9 3 6 29 22 30,0,1
Vitesse Arnhem 18 8 5 5 29 21 29,1,0
Ajax Amsterdam 18 7 8 3 23 16 29,1,1
Heerenveen 18 7 7 4 30 20 28,1,1
Roda JC Kerkrade 17 7 6 4 19 21 27,1,1
Utrecht 18 4 10 4 26 24 22,1,0
Volendam 18 5 6 7 20 23 21,0,0
Sparta Rotterdam 19 6 3 10 21 25 21,1,0
NAC Breda 18 6 3 9 17 29 21,1,0
Willem II Tilburg 18 5 4 9 19 31 19,1,1
Groningen 18 4 6 8 20 31 18,1,1
AZ Alkmaar 18 5 2 11 16 23 17,1,1
Fortuna Sittard 17 3 7 7 14 28 16,1,0
NEC Nijmegen 18 3 7 8 19 32 16,1,1
RKC Waalwijk 19 3 5 11 18 33 14,1,0
SOCCER - GERMAN FIRST DIVISION RESULTS / STANDINGS .,1,1
BONN 1996-12-06,1,0
Results of German first division,1,1
soccer matches played on Friday :,1,0
Bochum 2 Bayer Leverkusen 2,1,0
Werder Bremen 1 1860 Munich 1,1,1
Karlsruhe 3 Freiburg 0,1,0
Schalke 2 Hansa Rostock 0,1,1
"Standings ( tabulated under played , won , drawn , lost , goals",1,0
for goals against points ) :,1,1
Bayer Leverkusen 17 10 4 3 38 22 34,1,1
Bayern Munich 16 9 6 1 26 14 33,1,1
VfB Stuttgart 16 9 4 3 39 17 31,1,0
Borussia Dortmund 16 9 4 3 33 17 31,1,1
Karlsruhe 17 8 4 5 30 20 28,1,1
VfL Bochum 16 7 6 3 23 21 27,1,1
1. FC Cologne 16 8 2 6 31 27 26,1,1
Schalke 04 17 7 4 6 25 26 25,1,1
Werder Bremen 17 6 4 7 29 28 22,1,0
MSV Duisburg 16 5 4 7 16 22 19,1,1
SV 1860 Munich 17 4 6 7 25 31 18,1,1
FC St. Pauli 15 5 3 7 21 28 18,1,0
Fortuna Dusseldorf 16 5 3 8 13 24 18,1,1
Hamburger SV 16 4 5 7 20 25 17,1,1
Arminia Bielefeld 16 4 4 8 18 28 16,1,1
FC Hansa Rostock 17 4 3 10 19 26 15,1,1
Borussia Monchengladbach 16 4 3 9 12 22 15,1,1
SC Freiburg 17 4 1 12 20 40 13,1,0
SOCCER - FRENCH LEAGUE SUMMARIES .,1,0
PARIS 1996-12-06,1,0
Summaries of French first division,1,0
matches on Friday :,1,1
"Lens 0 Nantes 4 ( Japhet Doram""      Makelele 42 , Jocelyn",1,1
"Gourvennec 67 , Christophe Pignol 72 ) .",1,1
Halftime 0-2 .,0,0
Attendance :,1,1
"15,000 .",1,1
"Paris St Germain 1 ( Bruno Gotty""          Paul Fischer",1,1
"70 , Phil Gray 89 ) .",1,0
1-0 .,1,1
"30,000 .",1,1
SOCCER - DUTCH FIRST DIVISION SUMMARIES .,1,0
AMSTERDAM 1996-12-06,1,0
Summary of Dutch first division,1,0
soccer match played on Friday :,1,1
"RKC Waalwijk 1 ( Starbuck 76 ) Willem II Tilburg 2 ( Konterman 45 ,",1,1
Van der Vegt 77 ) .,1,1
Halftime 0-1 .,0,1
"Attendance 5,300 .",1,1
SOCCER - FRENCH LEAGUE STANDINGS .,1,1
PARIS 1996-12-06,1,1
Standings in the French first,1,0
"division after Friday s""        played , won ,",1,0
"drawn , lost , goals for , against , points ) :",0,1
Paris Saint-Germain 21 12 6 3 34 15 42,1,1
Monaco 20 12 5 3 36 16 41,1,1
Bordeaux 20 9 7 4 29 21 34,1,1
Strasbourg 20 11 1 8 27 27 34,1,0
Bastia 20 9 6 5 27 22 33,1,0
Auxerre 20 8 8 4 26 12 32,1,1
Metz 20 8 7 5 21 16 31,1,1
Nantes 21 7 9 5 41 25 30,1,0
Guingamp 20 7 7 6 18 18 28,1,1
Lille 20 7 7 6 22 28 28,1,0
Marseille 20 6 8 6 18 17 26,1,0
Lyon 20 6 8 6 24 31 26,1,0
Rennes 20 7 4 9 23 28 25,1,0
Lens 21 7 4 10 25 34 25,1,0
Le Havre 20 5 7 8 20 21 22,1,0
Cannes 20 5 7 8 13 22 22,1,0
Montpellier 20 3 9 8 17 24 18,1,1
Caen 20 3 7 10 12 23 16,1,1
Nancy 21 3 7 11 14 26 16,1,0
Nice 20 3 4 13 17 38 13,1,1
SOCCER - FRENCH LEAGUE RESULTS .,1,0
PARIS 1996-12-06,1,0
Results of French first division,1,1
matches on Friday :,1,1
Lens 0 Nantes 4,1,1
Paris St Germain 1 Nancy 2,1,1
SOCCER - GERMAN FIRST DIVISION SUMMARIES .,1,1
BONN 1996-12-06,1,0
Summaries of matches played in the German first division on Friday :,1,1
"Bochum 2 ( Stickroth 30th pen , Wosz 89th ) Bayer Leverkusen 2 ( Kirsten 18th , Ramelow 56th ) .",0,0
Halftime 1-1 .,1,1
"Attendance : 24,602",1,1
Werder Bremen 1 ( Bode 85th ) 1860 Munich 1 ( Bormirow 8th ) .,1,0
Halftime 0-1 .,0,1
"Attendance 33,000",1,0
"Karlsruhe 3 ( Reich 29th , Carl 44th , Dundee 69th ) Freiburg 0 .",1,1
Halftime 2-0 .,1,1
"Attendance 33,000",1,1
Schalke 2 ( Mulder 2nd and 27th ) Hansa Rostock 0 .,0,0
Halftime 2-0 .,1,0
"Attendance 29,300",1,1
TENNIS - GRAND SLAM CUP QUARTER-FINAL RESULTS .,1,1
"MUNICH , Germany 1996-12-06",1,0
Quarter-final results at the $ 6 million Grand Slam Cup tennis tournament on Friday : Goran Ivanisevic ( Croatia ) beat Mark Woodforde ( Australia ) 6-4 6-4,1,1
Yevgeny Kafelnikov ( Russia ) beat Jim Courier ( U.S. ) 2-6 6-4 8-6,1,1
SOCCER - WEAH HEAD-BUTT DEPRIVES PORTUGAL OF COSTA .,0,1
LISBON 1996-12-06,1,1
"Portugal called up Porto central defender Joao Manuel Pinto on Friday to face Germany in a World Cup qualifier in place of injured club colleague Jorge Costa , who is still nursing a broken nose after being head-butted by Liberian striker Georg Weah .",0,1
Costa has not played since being struck by the AC Milan forward after a bad-tempered European Champions League game on November 27 .,0,1
"Portugal lead European qualifying group nine with seven points from four games , one more than Ukraine and three more than Germany , who have only played twice .",1,1
The Portuguese host Germany on December 14 .,1,1
Squad :,1,1
"Goalkeepers - Vitor Baia ( Barcelona , Spain ) , Rui Correia ( Braga ) :",1,1
"Defenders - Paulinho Santos ( Porto ) , Sergio Conceicao ( Porto ) , Joao Manuel Pinto ( Porto ) , Oceano Cruz ( Sporting ) , Fernando Couto ( Barcelona ) , Helder Cristovao ( Deportivo Coruna , Spain ) , Dimas Teixeira ( Juventus , Italy ) , Carlos Secretario ( Real Madrid , Spain ) :",1,1
"Midfielders - Rui Barros ( Porto ) , Jose Barroso ( Porto ) , Luis Figo ( Barcelona ) , Paulo Bento ( Oviedo , Spain ) , Jose Taira ( Salamanca , Spain ) :",1,1
"Forwards - Antonio Folha ( Porto ) , Joao Vieira Pinto ( Benfica ) , Paulo Alves ( Sporting ) , Rui Costa ( Fiorentina , Italy ) , Jorge Cadete ( Celtic Glasgow , Scotland ) .",1,1
SOCCER SHOWCASE-BETTING ON REAL MADRID V BARCELONA .,1,1
MADRID 1996-12-06,1,1
William Hill betting on Saturday,1,1
Spanish first division match between Real Madrid and Barcelona :,1,1
To win : 6-5 Real Madrid ; 7-4 Barcelona,1,0
Draw : 9-4,1,1
Correct score :,1,0
Real Madrid to win Barcelona to win,1,0
1-0 13-2 1-0 15-2,1,1
2-0 9-1 2-0 12-1,1,1
2-1 8-1 2-1 10-1,1,0
3-0 20-1 3-0 28-1,1,1
3-1 16-1 3-1 22-1,1,1
3-2 25-1 3-2 25-1,1,0
4-0 50-1 4-0 100-1,1,1
4-1 40-1 4-1 80-1,1,1
4-2 50-1 4-2 80-1,1,0
Draw :,1,1
0-0 8-1,1,0
1-1 11-2,1,0
2-2 14-1,1,1
3-3 50-1,1,1
Double result :,1,1
half-time full-time,0,0
5-2 Real Madrid Real Madrid,1,1
14-1 Real Madrid Draw,1,1
28-1 Real Madrid Barcelona,1,1
5-1 Draw Real Madrid,1,1
4-1 Draw Draw,1,1
11-2 Draw Barcelona,1,1
25-1 Barcelona Real Madrid,1,0
14-1 Barcelona Draw,1,0
4-1 Barcelona Barcelona,1,0
First goalscorer of match :,1,1
Real Madrid Barcelona,1,1
9-2 Davor Suker 9-2 Ronaldo,1,1
5-1 Pedrag Mijatovic 7-1 Luis Figo,1,1
7-1 Raul Gonzalez 7-1 Juan Pizzi,1,0
12-1 Fernando Redondo 9-1 Giovanni,1,1
14-1 Victor Sanchez 12-1 Guillermo,1,0
Amor,1,0
16-1 Jose Amavisca 14-1 Roger Garcia,1,1
16-1 Manolo Sanchis 14-1 Gheorghe,1,1
Popescu,1,1
16-1 Roberto Carlos 16-1,1,0
JosepGuardiola,1,1
20-1 Fernando Hierro 20-1 Ivan de,1,0
laPena,1,1
20-1 Luis Milla 25-1 Luis,1,0
Enrique,1,1
33-1 Fernando Sanz 25-1,1,1
AbelardoFernandez,1,0
40-1 Carlos Secretario 28-1 Sergi Barjuan,1,1
40-1 Rafael Alkorta 33-1 Albert,1,0
Ferrer,1,0
40-1 Chendo Porlan 33-1 Miguel Nadal,1,1
40-1,1,1
Laurent Blanc,1,1
"SOCCER SHOWCASE-FANS FACE BREATHALYSER TESTS , PAPER SAYS .",1,1
MADRID 1996-12-06,1,1
"Spanish police will breathalyse fans at the gates of the Santiago Bernabeu stadium and ban drunk supporters from Saturday s""            Madrid daily El Mundo said on Friday .",1,0
"Although there are no known precedents in the country , the action is envisaged in Spanish legislation governing sports events .",1,1
"Tickets for the game stipulate that supporters will be barred if they are "" under the effects of alcohol "" .",0,1
SOCCER - SPANISH FIRST DIVISION STANDINGS .,1,1
MADRID 1996-12-06,1,1
Standings in the Spanish first,1,1
"division ahead of this weekend s""   ",1,1
"( tabulate under games played , won , drawn , lost , goals for ,",0,0
"against , points ) :",0,0
Real Madrid 15 10 5 0 31 12 35,1,1
Barcelona 15 10 4 1 46 19 34,1,0
Deportivo Coruna 15 9 6 0 23 7 33,1,1
Real Betis 15 8 5 2 28 13 29,1,1
Atletico Madrid 15 8 3 4 26 17 27,1,0
Athletic Bilbao 15 7 4 4 28 22 25,1,0
Real Sociedad 15 7 3 5 20 18 24,1,1
Valladolid 15 7 3 5 19 18 24,1,1
Racing Santander 15 5 7 3 15 15 22,1,0
Rayo Vallecano 15 5 5 5 21 19 20,1,0
Valencia 15 6 2 7 23 22 20,1,1
Celta Vigo 15 5 5 5 17 17 20,1,1
Tenerife 15 5 4 6 23 17 19,1,1
Espanyol 15 4 4 7 17 20 16,1,0
Oviedo 15 4 4 7 17 21 16,1,0
Sporting Gijon 15 4 4 7 15 22 16,1,0
Logrones 15 4 3 8 11 33 15,1,1
Zaragoza 15 2 8 5 18 23 14,1,1
Sevilla 15 4 2 9 13 20 14,1,1
Compostela 15 3 4 8 13 28 13,1,1
Hercules 15 2 2 11 11 29 8,1,0
Extremadura 15 1 3 11 8 30 6,1,0
SOCCER - SPAIN PICK UNCAPPED ARMANDO FOR WORLD CUP CLASH .,1,1
MADRID 1996-12-06,1,1
Spain coach Javier Clemente has added uncapped Deportivo Coruna midfielder Armando Alvarez to his squad for the World Cup qualifier against Yugoslavia on December 14 .,1,1
""" I do t""     ",0,1
"I thought it was a joke , "" said Armando who replaces injured Atletico Madrid playmaker Jose Luis Caminero .",0,0
SOCCER - FIFA BOSS HAVELANGE STANDS BY WEAH .,1,1
ROME 1996-12-06,1,1
"FIFA chairman Joao Havelange said on Friday he would personally present AC Milan George Weah with world soccer s""             "" attack on Porto captain Jorge Costa .",1,1
"In an interview with the Italian newspaper Gazzetta dello Sport , he was quoted as saying Weah had been provoked into the assault which left Costa with a broken nose .",0,0
""" FIFA has named the Liberian for its 1996 Fair Play award and it is not going to change its decision , "" Havelange said .",0,1
""" A reaction , provoked , cannot erase 10 years of loyalty everywhere and in every competition .",1,1
""" I will be happy to give him the award personally on January 20 in Lisbon and I m""    Costa himself will be there beside me on that day to shake his hand . """,1,1
"Weah was suspended for one match by UEFA , European soccer s""            investigation .",0,1
"The incident took place in the players ""    a European Champions ""           ",1,1
